date,region,Total number of banking system institutions,institutions of the Bank of Russia,credit institutions,branches of credit organizations,additional offices,Number of bank institutions per 1 million inhabitants
01.01.2016,Мурманская область,233,3,3,11,118,304
01.01.2016,Нижегородская область,990,7,9,55,527,303
01.01.2016,Новгородская область,187,2,2,6,111,302
01.01.2016,Новосибирская область,724,3,6,53,442,264
01.01.2016,Омская область,506,2,6,19,303,256
01.01.2016,Оренбургская область,646,5,6,11,267,323
01.01.2016,Орловская область,194,1,1,11,100,254
01.01.2016,Пензенская область,380,1,1,8,159,280
01.01.2016,Пермский край,833,4,4,28,554,316
01.01.2016,Приморский край,516,4,5,18,284,267
01.01.2016,Псковская область,171,2,2,7,101,263
01.01.2016,Республика Адыгея (Адыгея),111,1,4,4,75,247
01.01.2016,Республика Алтай,53,2,1,4,33,248
01.01.2016,Республика Башкортостан,1 261,4,5,23,705,310
01.01.2016,Республика Бурятия,251,4,1,7,140,257
01.01.2016,Республика Дагестан,159,2,8,15,104,53
01.01.2016,Республика Ингушетия,20,2,0,3,13,43
01.01.2016,Республика Калмыкия,41,1,0,2,25,146
01.01.2016,Республика Карелия,176,3,1,9,96,278
01.01.2016,Республика Коми,282,8,1,10,166,326
01.01.2016,Республика Крым**,436,1,3,9,114,230
01.01.2016,Республика Марий Эл,170,1,2,8,77,247
01.01.2016,Республика Мордовия,260,1,3,4,135,321
01.01.2016,Республика Саха (Якутия),324,7,2,9,175,339
01.01.2016,Республика Северная Осетия-Алания,85,2,2,8,45,121
01.01.2016,Республика Татарстан (Татарстан),1 413,9,22,38,689,367
01.01.2016,Республика Тыва,54,1,1,3,39,172
01.01.2016,Республика Хакасия,147,1,2,2,67,274
01.01.2016,Ростовская область,1 171,7,13,73,857,276
01.01.2016,Рязанская область,267,1,4,8,131,235
01.01.2016,Самарская область,832,5,14,39,445,259
01.01.2016,г. Санкт-Петербург,1 450,2,38,120,986,279
01.01.2016,Саратовская область,639,6,9,18,268,256
01.01.2016,Сахалинская область,144,4,3,7,68,295
01.01.2016,Свердловская область,1 195,6,13,53,823,276
01.01.2016,г. Севастополь**,150,1,2,4,9,376
01.01.2016,Смоленская область,191,2,1,5,83,198
01.01.2016,Ставропольский край,618,5,4,31,445,221
01.01.2016,Тамбовская область,296,1,1,3,122,279
01.01.2016,Тверская область,262,2,4,9,118,199
01.01.2016,Томская область,242,4,2,15,130,225
01.01.2016,Тульская область,347,1,3,12,152,229
01.01.2016,Тюменская область,1 132,12,10,35,673,316
01.01.2016,Удмуртская Республика,386,1,2,4,238,254
01.01.2016,Ульяновская область,291,2,2,9,181,230
01.01.2016,Хабаровский край,344,3,2,26,207,257
01.01.2016,Челябинская область,914,6,7,59,456,261
01.01.2016,Чеченская Республика,47,1,0,4,32,34
01.01.2016,Чувашская Республика - Чувашия,372,2,3,4,133,300
01.01.2016,Чукотский автономный округ,27,6,0,1,0,535
01.01.2016,Ярославская область,367,2,5,19,220,289
01.10.2017,Алтайский край,680,3,4,4,218,285
01.10.2017,Амурская область,208,2,2,6,78,257
01.10.2017,Архангельская область,256,4,0,7,131,216
01.10.2017,Астраханская область,213,1,3,3,115,209
01.10.2017,Белгородская область,420,2,3,6,125,271
01.10.2017,Брянская область,197,1,0,4,91,160
01.10.2017,Владимирская область,329,1,1,6,111,234
01.10.2017,Волгоградская область,548,5,4,13,199,214
01.10.2017,Вологодская область,315,3,4,5,178,264
01.10.2017,Воронежская область,637,2,1,15,271,273
01.10.2017,Еврейская автономная область,46,1,0,2,17,273
01.10.2017,Забайкальский край,227,2,1,3,135,209
01.10.2017,Ивановская область,222,1,5,4,144,214
01.10.2017,Иркутская область,537,8,6,11,232,222
01.10.2017,Кабардино-Балкарская Республика,108,2,4,3,54,125
01.10.2017,Калининградская область,215,2,1,10,93,222
01.10.2017,Калужская область,229,2,3,4,117,227
01.10.2017,Камчатский край,119,9,2,6,51,375
01.10.2017,Карачаево-Черкесская Республика,45,1,3,4,24,96
01.10.2017,Кемеровская область,498,2,6,8,206,183
01.10.2017,Кировская область,363,1,3,5,193,278
01.10.2017,Костромская область,156,2,7,4,90,238
01.10.2017,Краснодарский край,1 408,11,11,35,931,258
01.10.2017,Красноярский край,637,5,3,17,350,223
01.10.2017,Курганская область,298,1,2,4,77,343
01.10.2017,Курская область,254,1,1,4,114,227
01.10.2017,Ленинградская область,342,4,1,4,5,193
01.10.2017,Липецкая область,287,2,1,4,138,248
01.10.2017,Магаданская область,59,3,0,3,22,398
01.10.2017,г. Москва и Московская область,4 933,8,292,91,3 415,254
01.10.2017,Мурманская область,200,3,2,4,95,261
01.10.2017,Нижегородская область,865,3,7,42,445,265
01.10.2017,Новгородская область,169,2,2,4,107,273
01.10.2017,Новосибирская область,647,3,6,42,375,236
01.10.2017,Омская область,468,2,3,10,292,237
01.10.2017,Оренбургская область,596,5,5,6,236,298
01.10.2017,Орловская область,177,1,0,7,80,231
01.10.2017,Пензенская область,330,1,1,6,132,243
01.10.2017,Пермский край,759,4,4,14,493,288
01.10.2017,Приморский край,464,4,8,12,242,240
01.10.2017,Псковская область,157,2,2,6,90,241
01.10.2017,Республика Адыгея (Адыгея),92,1,2,2,64,205
01.10.2017,Республика Алтай,45,1,1,1,24,211
01.10.2017,Республика Башкортостан,1 016,4,4,16,555,250
01.10.2017,Республика Бурятия,196,3,0,4,105,200
01.10.2017,Республика Дагестан,135,2,6,8,90,45
01.10.2017,Республика Ингушетия,13,2,0,2,7,28
01.10.2017,Республика Калмыкия,37,1,0,1,19,132
01.10.2017,Республика Карелия,157,3,1,5,84,248
01.10.2017,Республика Коми,246,6,1,8,150,285
01.10.2017,Республика Крым**,322,1,3,5,102,170
01.10.2017,Республика Марий Эл,152,1,2,4,67,221
01.10.2017,Республика Мордовия,250,1,3,3,132,309
01.10.2017,Республика Саха (Якутия),305,5,2,5,163,319
01.10.2017,Республика Северная Осетия-Алания,70,2,1,6,34,99
01.10.2017,Республика Татарстан (Татарстан),1 152,7,15,19,522,299
01.10.2017,Республика Тыва,55,1,1,3,38,175
01.10.2017,Республика Хакасия,134,1,2,2,61,250
01.10.2017,Ростовская область,986,7,11,44,711,232
01.10.2017,Рязанская область,234,1,3,6,149,206
01.10.2017,Самарская область,701,4,12,24,368,218
01.10.2017,г. Санкт-Петербург,1 308,3,30,96,891,252
01.10.2017,Саратовская область,561,4,8,9,198,225
01.10.2017,Сахалинская область,137,4,3,6,60,281
01.10.2017,Свердловская область,1 044,4,12,49,692,241
01.10.2017,г. Севастополь**,101,1,2,0,4,253
01.10.2017,Смоленская область,160,1,0,4,68,166
01.10.2017,Ставропольский край,528,5,3,22,408,189
01.10.2017,Тамбовская область,260,1,1,3,106,245
01.10.2017,Тверская область,201,1,2,6,106,153
01.10.2017,Томская область,221,2,1,11,113,206
01.10.2017,Тульская область,297,1,2,8,152,196
01.10.2017,Тюменская область,972,12,7,23,587,271
01.10.2017,Удмуртская Республика,350,1,3,3,208,231
01.10.2017,Ульяновская область,266,1,1,5,183,211
01.10.2017,Хабаровский край,309,3,1,22,187,231
01.10.2017,Челябинская область,818,6,6,49,371,234
01.10.2017,Чеченская Республика,46,1,0,3,35,34
01.10.2017,Чувашская Республика - Чувашия,316,1,3,2,103,255
01.10.2017,Чукотский автономный округ,27,4,0,0,0,535
01.10.2017,Ярославская область,298,1,5,9,172,234
01.07.2017,Алтайский край,687,3,4,4,223,288
01.07.2017,Амурская область,210,2,2,6,79,259
01.07.2017,Архангельская область,260,4,0,7,131,220
01.07.2017,Астраханская область,215,1,3,3,116,211
01.07.2017,Белгородская область,431,2,3,6,131,278
01.07.2017,Брянская область,201,1,0,4,88,163
01.07.2017,Владимирская область,338,1,1,7,122,240
01.07.2017,Волгоградская область,557,5,4,15,202,218
01.07.2017,Вологодская область,318,3,4,5,180,267
01.07.2017,Воронежская область,643,2,1,14,272,276
01.07.2017,Еврейская автономная область,45,1,0,2,17,267
01.07.2017,Забайкальский край,228,2,0,3,135,210
01.07.2017,Ивановская область,227,1,5,5,149,219
01.07.2017,Иркутская область,539,8,6,12,236,223
01.07.2017,Кабардино-Балкарская Республика,109,2,4,3,54,127
